"Popolazione per età, vista per singola area - Comune: 018052 - Confienza"

"Ricostruzione della popolazione intercensuaria - Popolazione al 1° gennaio per età"
"Tutte le cittadinanze - Comune: Confienza"
Età/Anno;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Età;Totale
0;13;4;12;10;11;11;10;15;10;11;15;6;12;9;14;9;9;15
1;10;14;4;13;10;10;10;10;17;10;11;12;5;13;8;14;9;9
2;14;8;15;5;13;11;10;11;11;17;11;11;11;6;13;8;16;8
3;9;14;9;16;7;13;12;10;12;12;18;12;11;12;4;12;8;15
4;14;9;14;10;16;6;13;12;11;12;13;19;12;12;10;6;12;9
5;10;15;9;16;11;15;7;10;13;12;10;13;19;11;12;11;8;12
6;8;10;14;11;16;11;15;8;8;11;10;10;13;20;14;11;10;8
7;8;8;13;13;13;17;11;14;10;8;11;10;9;13;19;14;10;11
8;15;8;9;13;15;13;18;13;13;10;9;12;9;10;15;19;14;11
9;15;15;7;10;13;15;11;17;15;13;10;9;12;10;10;17;16;14
10;14;15;16;8;10;14;15;12;15;11;14;11;10;14;12;10;14;16
11;10;15;15;18;8;11;14;17;14;16;12;13;10;11;13;12;10;15
12;19;11;15;14;18;7;11;14;16;13;17;10;12;12;13;12;12;12
13;12;18;11;15;14;16;8;11;12;15;14;16;9;11;14;13;12;14
14;17;11;18;12;15;16;16;8;11;14;15;13;13;10;11;13;11;13
15;13;19;13;16;12;14;16;17;10;12;13;16;12;15;8;11;13;10
16;7;13;18;12;16;11;14;17;15;9;12;13;16;14;13;9;11;11
17;17;7;13;18;11;15;11;14;17;16;9;12;13;16;15;13;11;10
18;17;16;8;13;19;12;17;12;11;15;16;9;14;15;17;15;13;11
19;15;18;16;8;15;21;13;18;12;11;17;15;8;14;15;16;15;14
20;15;15;18;16;8;17;22;13;16;12;11;17;15;8;14;13;15;13
21;15;15;15;17;18;7;17;20;13;16;12;13;16;14;7;12;13;16
22;11;17;14;16;16;18;11;18;23;10;15;11;11;16;14;6;12;13
23;24;12;17;16;15;17;19;11;14;21;11;16;13;10;16;14;7;13
24;14;23;15;18;15;16;17;20;8;13;23;10;16;13;9;17;16;8
25;15;14;23;19;17;15;17;24;20;9;13;22;10;15;13;9;16;16
26;13;16;14;26;19;18;17;16;24;21;9;13;24;12;16;11;10;19
27;22;16;17;14;26;16;20;17;18;24;22;14;16;23;11;16;11;11
28;21;23;20;16;17;22;17;20;16;22;28;23;15;17;22;13;15;12
29;31;20;25;20;17;16;22;18;19;13;21;26;23;14;16;23;16;16
30;18;30;25;24;17;16;17;26;14;20;13;21;25;23;14;17;22;11
31;31;19;35;26;23;18;16;17;27;13;19;12;22;23;21;13;16;22
32;24;32;22;35;26;21;20;17;18;24;14;19;11;19;24;20;11;14
33;19;21;28;18;36;22;20;20;20;16;23;14;19;15;17;25;21;11
34;29;17;20;25;21;30;24;24;17;18;14;22;12;19;17;20;25;21
35;38;28;20;23;23;22;33;27;24;16;17;17;24;12;20;19;21;26
36;27;35;25;22;29;24;19;38;31;24;18;18;17;24;9;22;19;22
37;23;25;36;27;21;29;26;22;39;31;23;17;18;16;27;9;25;21
38;25;24;24;39;27;21;27;23;24;37;31;19;17;18;19;27;9;23
39;23;28;26;23;40;28;20;29;24;23;37;28;22;22;21;20;27;10
40;22;21;29;27;23;40;34;19;29;24;24;37;29;25;18;20;22;25
41;21;20;22;27;27;22;42;35;18;27;23;26;39;31;27;19;19;22
42;24;24;21;22;27;26;24;38;34;20;26;21;23;39;32;25;18;18
43;31;24;24;24;25;27;25;22;38;35;22;26;20;24;37;34;26;20
44;25;32;24;25;23;27;27;25;22;38;36;21;26;20;26;36;34;27
45;25;25;34;26;23;23;27;26;27;23;38;36;23;26;25;25;35;31
46;26;27;25;32;26;23;22;28;27;26;22;36;34;23;27;26;24;35
47;22;26;28;29;33;25;23;23;28;24;26;22;35;34;23;27;26;23
48;19;22;26;26;30;32;27;22;25;27;24;26;23;35;32;22;28;25
49;21;19;25;27;26;29;31;25;22;25;28;24;29;25;36;31;22;29
50;21;22;18;26;26;26;28;30;25;21;27;26;25;29;26;34;31;21
51;24;22;23;19;27;27;27;29;30;26;23;26;26;24;27;24;34;30
52;13;23;22;24;21;25;27;27;30;28;26;23;26;27;24;25;23;35
53;38;14;21;25;23;20;25;27;27;28;29;25;22;27;25;24;25;25
54;21;36;14;21;23;24;20;25;26;28;29;29;25;22;23;24;24;24
55;18;20;35;14;21;22;24;22;26;26;28;29;31;25;22;23;25;22
56;21;18;22;33;14;24;22;25;21;25;27;28;29;29;24;23;23;25
57;13;21;18;21;35;14;24;20;24;19;26;25;28;30;29;22;23;22
58;14;12;20;18;21;35;16;25;20;24;19;26;26;29;31;27;22;24
59;26;14;13;20;18;23;33;17;25;20;24;20;26;25;29;31;27;20
60;22;24;15;14;20;16;23;32;17;25;21;25;21;27;25;28;30;27
61;21;19;24;14;14;20;15;22;32;17;25;19;25;22;26;26;28;30
62;19;21;20;24;14;15;20;15;21;33;16;24;19;24;19;24;26;26
63;16;18;21;20;25;12;14;20;15;21;33;16;22;18;23;19;24;24
64;31;15;18;20;20;25;12;14;19;15;20;34;17;20;17;23;21;21
65;19;30;15;19;19;21;25;12;15;17;15;20;35;16;20;16;24;20
66;28;18;31;14;19;18;20;25;12;16;16;16;20;33;14;18;18;23
67;24;26;18;31;14;19;17;19;25;13;16;15;16;20;33;13;18;18
68;20;24;27;15;31;14;17;17;19;26;13;16;15;15;21;33;12;17
69;19;20;24;27;16;30;14;17;17;19;26;12;16;15;15;20;34;12
70;29;20;20;24;27;16;29;13;15;17;19;26;11;16;14;15;19;33
71;19;28;20;19;24;27;15;28;12;15;17;19;26;11;15;14;15;19
72;16;17;29;18;20;24;25;15;30;12;15;17;18;27;12;15;14;16
73;25;15;17;28;17;20;22;25;14;30;13;15;17;16;26;12;15;14
74;27;26;13;16;27;17;19;21;25;13;30;14;14;15;16;23;12;14
75;24;26;24;13;17;26;17;19;20;25;12;30;14;14;15;16;21;12
76;21;24;27;22;12;16;24;18;19;18;24;11;30;14;12;15;15;20
77;17;21;23;25;18;12;15;23;18;18;17;22;11;29;13;11;15;15
78;9;15;19;21;26;18;12;15;23;17;18;16;22;12;26;15;11;14
79;17;9;14;19;20;26;17;12;12;23;17;16;16;22;12;23;14;11
80;7;16;7;14;18;18;24;16;12;11;21;16;17;15;20;11;20;11
81;10;8;16;5;13;16;19;23;13;12;11;21;16;16;15;19;10;20
82;7;11;6;16;5;13;15;17;22;13;12;10;21;16;18;13;19;9
83;4;6;11;5;14;5;12;15;15;21;12;13;10;20;14;18;10;17
84;4;3;6;10;5;14;5;12;14;12;20;11;12;9;22;12;16;9
85;7;4;2;6;9;4;10;5;12;12;11;19;12;10;8;18;10;13
86;5;6;4;2;4;8;4;8;4;11;12;12;18;11;10;8;16;10
87;3;5;5;2;2;4;6;4;8;4;10;10;10;16;8;7;6;14
88;4;3;5;5;1;2;4;6;4;5;5;9;9;8;14;6;6;6
89;5;4;2;2;5;1;2;3;5;3;3;4;7;9;6;13;5;5
90;2;5;3;2;1;4;1;2;3;4;2;3;5;6;7;6;12;4
91;7;2;2;3;2;0;4;1;2;3;4;1;3;5;5;7;6;9
92;1;7;2;2;2;1;0;3;1;1;1;3;1;4;5;4;5;5
93;1;1;8;2;2;2;1;0;3;1;0;1;3;1;3;5;5;3
94;3;0;0;8;0;0;1;2;0;3;1;0;1;3;0;3;4;4
95;1;1;0;0;7;0;0;0;1;0;3;1;0;1;1;0;2;3
96;0;1;0;0;0;6;0;0;0;1;0;2;0;0;1;1;0;1
97;1;0;1;0;0;0;4;0;0;0;0;0;2;0;0;1;1;0
98;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1
99;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
100 e oltre;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0
Totale;1636;1621;1651;1665;1677;1657;1666;1692;1686;1653;1669;1645;1653;1666;1651;1624;1612;1590
Età/Anno;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Età;Maschi
0;7;2;4;7;6;6;5;6;7;4;7;2;5;5;9;6;4;8
1;6;9;2;5;7;6;7;7;8;7;4;6;3;6;4;9;6;4
2;4;5;10;2;5;7;6;8;6;8;7;4;7;3;6;4;9;5
3;5;2;5;11;4;5;8;7;9;7;9;8;5;7;3;6;4;8
4;9;5;3;6;11;3;5;8;7;9;8;10;7;6;5;3;5;4
5;3;9;5;5;7;10;3;3;8;7;8;8;9;7;6;5;3;5
6;5;3;8;6;5;7;10;4;1;6;6;8;8;10;10;5;5;3
7;7;5;6;7;6;5;7;9;4;1;6;6;7;8;10;10;4;6
8;8;7;5;6;7;7;5;8;8;4;2;7;6;7;8;10;11;4
9;7;8;6;5;6;7;7;4;8;8;4;1;6;6;7;9;8;10
10;9;6;9;7;5;7;7;8;4;8;9;4;1;8;6;7;8;8
11;4;10;6;11;7;6;7;8;8;5;9;9;5;1;7;6;7;8
12;15;5;8;6;11;6;6;7;8;7;6;8;8;7;2;7;6;8
13;6;14;5;8;6;10;6;6;6;8;7;6;6;7;7;2;7;8
14;13;6;14;5;8;7;10;6;6;6;8;7;4;7;7;7;1;7
15;8;14;7;13;5;7;7;10;7;6;6;9;6;5;6;7;7;1
16;4;9;13;7;13;6;6;8;10;6;6;6;9;7;4;6;7;6
17;10;4;9;13;6;12;5;6;8;11;6;6;7;9;8;4;7;6
18;8;9;5;9;14;6;14;5;5;7;11;6;6;8;9;8;4;6
19;12;8;9;5;9;16;6;15;4;5;9;10;6;7;8;8;9;4
20;11;12;8;9;5;9;16;6;13;4;5;9;11;7;6;7;7;7
21;9;11;12;7;10;5;9;15;7;13;4;5;8;9;6;4;6;7
22;5;9;10;13;7;10;8;11;15;5;12;5;4;8;9;5;4;6
23;9;6;10;11;12;6;8;9;9;15;6;13;4;4;8;8;5;5
24;6;9;8;10;11;11;7;9;8;8;16;5;13;3;4;9;9;5
25;8;7;8;10;10;11;11;8;9;9;8;15;4;12;3;4;9;9
26;3;8;7;10;11;10;11;9;8;9;9;8;16;5;12;4;4;11
27;17;5;9;7;11;10;12;11;10;8;8;10;11;15;5;12;5;4
28;13;18;7;9;9;12;10;12;9;12;9;10;11;11;14;8;11;5
29;17;14;19;9;11;11;11;11;11;6;11;10;11;10;9;13;9;11
30;10;15;17;17;7;7;12;14;8;12;6;11;10;10;10;10;13;7
31;18;9;16;18;16;8;7;12;12;8;12;6;13;10;7;9;10;13
32;11;20;13;16;18;14;9;8;13;10;10;13;5;11;10;5;8;8
33;10;11;18;11;16;16;13;9;11;12;11;8;13;8;11;9;6;8
34;11;8;10;16;10;14;18;14;8;9;10;10;6;13;8;12;9;6
35;19;13;8;12;14;10;16;18;14;8;8;12;10;6;13;10;13;11
36;15;16;11;8;13;15;10;19;20;14;8;9;12;10;5;14;10;14
37;9;12;16;12;7;13;16;11;21;19;14;8;9;10;12;5;14;11
38;12;12;12;18;12;5;10;13;13;19;19;11;9;9;10;13;5;14
39;11;15;12;13;17;12;5;11;14;13;19;17;12;11;11;11;13;4
40;13;10;16;14;13;19;15;5;13;15;14;19;17;13;10;10;12;13
41;13;11;10;13;13;12;19;17;5;12;15;16;20;17;15;10;9;13
42;13;14;12;10;13;13;12;18;15;7;11;13;14;19;17;15;10;8
